field,text
country_name,"State of Qatar"
government_type,"absolute monarchy"
capital,"Doha"
chief_of_state,"Amir TAMIM bin Hamad Al Thani (since 25 June 2013)"
head_of_government,"Prime Minister and Foreign Minister MUHAMMAD bin Abd al-Rahman Al Thani (since 7 March 2023)"
judicial_highest_courts,"Supreme Court or Court of Cassation (consists of the court president and several judges); Supreme Constitutional Court (consists of the chief justice and 6 members)"
constitution_history,"previous 1972 (provisional); latest drafted 2 July 2002, approved by referendum 29 April 2003, endorsed 8 June 2004, effective 9 June 2005"
