subdomain,http_status
aacgb.gov.gw,"Could not resolve host: aacgb.gov.gw"
apgb.gov.gw,"Could not resolve host: apgb.gov.gw"
cloud.gov.gw,"Could not resolve host: cloud.gov.gw"
cnc.gov.gw,"Could not resolve host: cnc.gov.gw"
gov.gw,"Could not resolve host: gov.gw"
gpm.gov.gw,"Could not resolve host: gpm.gov.gw"
guinebissau.gov.gw,"Could not resolve host: guinebissau.gov.gw"
imp.gov.gw,"Could not resolve host: imp.gov.gw"
itma.gov.gw,"Could not resolve host: itma.gov.gw"
mabac.gov.gw,"Could not resolve host: mabac.gov.gw"
madr.gov.gw,"Could not resolve host: madr.gov.gw"
mafdr.gov.gw,"Could not resolve host: mafdr.gov.gw"
mapefpss.gov.gw,"Could not resolve host: mapefpss.gov.gw"
mapme.gov.gw,"Could not resolve host: mapme.gov.gw"
masfpm.gov.gw,"Could not resolve host: masfpm.gov.gw"
mat.gov.gw,"Could not resolve host: mat.gov.gw"
matdl.gov.gw,"Could not resolve host: matdl.gov.gw"
matpl.gov.gw,"Could not resolve host: matpl.gov.gw"
mci.gov.gw,"Could not resolve host: mci.gov.gw"
mcjd.gov.gw,"Could not resolve host: mcjd.gov.gw"
mclp.gov.gw,"Could not resolve host: mclp.gov.gw"
mcs.gov.gw,"Could not resolve host: mcs.gov.gw"
mdn.gov.gw,"Could not resolve host: mdn.gov.gw"
mef.gov.gw,"Could not resolve host: mef.gov.gw"
mei.gov.gw,"Could not resolve host: mei.gov.gw"
menesic.gov.gw,"Could not resolve host: menesic.gov.gw"
minco.gov.gw,"Could not resolve host: minco.gov.gw"
minener.gov.gw,"Could not resolve host: minener.gov.gw"
minfin.gov.gw,"Could not resolve host: minfin.gov.gw"
minint.gov.gw,"Could not resolve host: minint.gov.gw"
miop.gov.gw,"Could not resolve host: miop.gov.gw"
mjdh.gov.gw,"Could not resolve host: mjdh.gov.gw"
mmfss.gov.gw,"Could not resolve host: mmfss.gov.gw"
mne.gov.gw,"Could not resolve host: mne.gov.gw"
mnecic.gov.gw,"Could not resolve host: mnecic.gov.gw"
mophu.gov.gw,"Could not resolve host: mophu.gov.gw"
mpcmap.gov.gw,"Could not resolve host: mpcmap.gov.gw"
mpem.gov.gw,"Could not resolve host: mpem.gov.gw"
mrn.gov.gw,"Could not resolve host: mrn.gov.gw"
msp.gov.gw,"Could not resolve host: msp.gov.gw"
mta.gov.gw,"Could not resolve host: mta.gov.gw"
mtc.gov.gw,"Could not resolve host: mtc.gov.gw"
mtted.gov.gw,"Could not resolve host: mtted.gov.gw"
pcm.gov.gw,"Could not resolve host: pcm.gov.gw"
pm.gov.gw,"Could not resolve host: pm.gov.gw"
seab.gov.gw,"Could not resolve host: seab.gov.gw"
seclp.gov.gw,"Could not resolve host: seclp.gov.gw"
secs.gov.gw,"Could not resolve host: secs.gov.gw"
segpp.gov.gw,"Could not resolve host: segpp.gov.gw"
servicopublico.gov.gw,"Could not resolve host: servicopublico.gov.gw"
set.gov.gw,"Could not resolve host: set.gov.gw"
seta.gov.gw,"Could not resolve host: seta.gov.gw"
seted.gov.gw,"Could not resolve host: seted.gov.gw"
sidadon.gov.gw,"Could not resolve host: sidadon.gov.gw"
srv.gov.gw,"Could not resolve host: srv.gov.gw"
webmail.cloud.gov.gw,"Could not resolve host: webmail.cloud.gov.gw"
webmail.gov.gw,"Could not resolve host: webmail.gov.gw"
webmail.mat.gov.gw,"Could not resolve host: webmail.mat.gov.gw"
www.cloud.gov.gw,"Could not resolve host: www.cloud.gov.gw"
www.cnc.gov.gw,"Could not resolve host: www.cnc.gov.gw"
www.gov.gw,"Could not resolve host: www.gov.gw"
www.itma.gov.gw,"Could not resolve host: www.itma.gov.gw"
www.mne.gov.gw,"Could not resolve host: www.mne.gov.gw"
www.servicopublico.gov.gw,"Could not resolve host: www.servicopublico.gov.gw"
www.sidadon.gov.gw,"Could not resolve host: www.sidadon.gov.gw"
