field,text
country_name,"Republic of Guinea-Bissau"
government_type,"semi-presidential republic"
capital,"Bissau"
chief_of_state,"Interim President Gen. Horta Nta Na MAN (since 27 November 2025)"
head_of_government,"Interim Prime Minister Ilídio Vieira TE (since 28 November 2025)"
judicial_highest_courts,"Supreme Court or Supremo Tribunal de Justica (consists of 9 judges and organized into Civil, Criminal, and Social and Administrative Disputes Chambers)"
constitution_history,"promulgated 16 May 1984"
