subdomain,http_status,mx
1.marneuli.gov.ge,Could not resolve host: 1.marneuli.gov.ge,none
123.hrajara.gov.ge,Could not resolve host: 123.hrajara.gov.ge,none
4phouse.tsageri.gov.ge,Could not resolve host: 4phouse.tsageri.gov.ge,none
5g.gov.ge,200,0 5g.gov.ge.
abkhazia.gov.ge,302,0 abkhazia.gov.ge.
acc1.mfa.gov.ge,Connection timed out after 3001 milliseconds,none
access.mrg.gov.ge,Connection timed out after 3002 milliseconds,none
accreditation.mfa.gov.ge,200,none
addreg.reestri.gov.ge,302,none
adfs.mes.gov.ge,Could not resolve host: adfs.mes.gov.ge,none
admin.bfd.gov.ge,Could not resolve host: admin.bfd.gov.ge,none
admin.bsa.gov.ge,Could not resolve host: admin.bsa.gov.ge,none
admin.test.ems.dea.gov.ge,Connection timed out after 3001 milliseconds,none
ais-dashboard.archive.gov.ge,403,none
ais.archive.gov.ge,200,none
akhaltsikhe.gov.ge,200,0 edge.mrdi.gov.ge.; 10 edge.mrdi.gov.ge.
apa.gov.ge,301,10 mx1.mepa.gov.ge.; 10 mx2.mepa.gov.ge.
api.bfd.gov.ge,Could not resolve host: api.bfd.gov.ge,none
api.my.gov.ge,200,none
api.sp.gov.ge,Connection timed out after 3002 milliseconds,none
app.culturalroutes.gov.ge,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading,none
app.iec.gov.ge,SSL: no alternative certificate subject name matches target hostname 'app.iec.gov.ge',none
app.nplg.gov.ge,Connection timed out after 3002 milliseconds,none
app.stajireba.gov.ge,Connection timed out after 3002 milliseconds,none
apps.municipal.gov.ge,301,none
archival-services.gov.ge,403,none
archive.gov.ge,200,5 mail.archive.gov.ge.
archives-ajara.gov.ge,SSL: no alternative certificate subject name matches target hostname 'archives-ajara.gov.ge',10 mail.archives-ajara.gov.ge.
aspindza.gov.ge,Connection timed out after 3002 milliseconds,none
atlas.mepa.gov.ge,200,none
auto.sa.gov.ge,Connection timed out after 3002 milliseconds,none
autodiscover.5g.gov.ge,400,none
autodiscover.abkhazia.gov.ge,400,none
autodiscover.apa.gov.ge,302,none
autodiscover.archives-ajara.gov.ge,Could not resolve host: autodiscover.archives-ajara.gov.ge,none
autodiscover.baghdati.gov.ge,Could not resolve host: autodiscover.baghdati.gov.ge,none
autodiscover.bolnisi.gov.ge,Could not resolve host: autodiscover.bolnisi.gov.ge,none
autodiscover.boulevard.gov.ge,400,none
autodiscover.chiatura.gov.ge,Could not resolve host: autodiscover.chiatura.gov.ge,none
