hostname,http_status,mx
academia.org.br,200,10 mx-ha.skymail.net.br.
academiaamazonensedeletras.com,200,none
academiacearensedeletras.org.br,200,5 mx1.hostinger.com.; 10 mx2.hostinger.com.
academiadeletrasdabahia.org.br,200,1 ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.
academiaguarulhense.org.br,301,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
academiamaranhense.org.br,200,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
academiasergipanadeletras.wordpress.com,200,none
africadosul.org.br,200,10 mx.core.locaweb.com.br.; 20 mx.a.locaweb.com.br.; 20 mx.b.locaweb.com.br.; 30 mx.jk.locaweb.com.br.
ahimtb.org.br,SSLHandshakeException: Remote host terminated the handshake,20 mx.a.locaweb.com.br.; 20 mx.jk.locaweb.com.br.; 10 mx.core.locaweb.com.br.; 10 mx.b.locaweb.com.br.
al.ac.leg.br,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching al.ac.leg.br found.,10 mail.al.ac.leg.br.
al.al.leg.br,308,10 naumailmtain2.interlegis.leg.br.; 10 naumailmtain3.interlegis.leg.br.; 10 naumailmtain1.interlegis.leg.br.
al.go.leg.br,302,0 al-go-leg-br.mail.protection.outlook.com.
al.ma.leg.br,HttpConnectTimeoutException: HTTP connect timed out,5 pmg.al.ma.leg.br.; 15 zmail.al.ma.leg.br.
al.pb.leg.br,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching al.pb.leg.br found.,0 al-pb-leg-br.mail.protection.outlook.com.
al.pi.leg.br,308,10 al-pi-leg-br.mail.protection.outlook.com.
al.ro.leg.br,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching al.ro.leg.br found.,1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
al.rr.leg.br,200,10 naumailmtain3.interlegis.leg.br.; 10 naumailmtain1.interlegis.leg.br.; 10 naumailmtain2.interlegis.leg.br.
amb.com.br,403,0 amb-com-br.mail.protection.outlook.com.
ambassadehaitibresil.org,200,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
apexbrasil.com.br,200,0 apexbrasil-com-br.mail.protection.outlook.com.
ar-itu.com.br,ConnectException,none
bpbes.net.br,301,5 mx1.hostinger.com.br.; 10 mx2.hostinger.com.br.
brasil.diplo.de,200,none
brasilia.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
brasilia.embassy.si,SSLHandshakeException: Remote host terminated the handshake,none
brasilia.mae.lu,302,none
brasilien.um.dk,301,none
brazil.mfa.am,301,none
brazil.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
braziliavaros.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
camara.leg.br,302,10 souzinha2.camara.leg.br.; 10 souzinha1.camara.leg.br.; 10 souzinha3.camara.leg.br.
canalsaude.fiocruz.br,301,10 cgtias001.fiocruz.br.
cnj.jus.br,308,0 cnj-jus-br.mail.protection.outlook.com.
