field,text
country_name,"Republic of Niger"
government_type,"formerly, semi-presidential republic"
capital,"Niamey"
chief_of_state,"President of the National Council for the Safeguard of the Homeland (CNSP) General Abdourahame TIANI (since 28 July 2023)"
head_of_government,"CNSP Prime Minister Ali Mahaman Lamine ZEINE (since 9 August 2023)"
judicial_highest_courts,"High Court of Justice (consists of 7 members); Supreme Court (membership NA); Constitutional Court (consists of 7 judges)"
constitution_history,"several previous; passed by referendum 31 October 2010, entered into force 25 November 2010"
