field,text
country_name,"United Arab Emirates"
government_type,"federation of monarchies"
capital,"Abu Dhabi"
chief_of_state,"President MUHAMMAD BIN ZAYID Al Nuhayyan (since 14 May 2022)"
head_of_government,"Prime Minister and Co-Vice President MUHAMMAD BIN RASHID Al Maktum (since 5 January 2006)"
judicial_highest_courts,"Federal Supreme Court (consists of the court president and 4 judges; jurisdiction limited to federal cases)"
constitution_history,"previous 1971 (provisional); latest drafted in 1979, became permanent May 1996"
