subdomain,http_status
1gov-accesschannels.gov.bw,Connection timed out after 3001 milliseconds
1gov-dev-gateway-acc.gov.bw,Connection timed out after 3000 milliseconds
1gov-dev-gateway.gov.bw,200
1gov-ext-gateway-acc.gov.bw,Failed to connect to 1gov-ext-gateway-acc.gov.bw port 443 after 2082 ms: Could not connect to server
1gov-iam-acc.gov.bw,Failed to connect to 1gov-iam-acc.gov.bw port 443 after 392 ms: Could not connect to server
1gov-int-gateway-acc.gov.bw,Failed to connect to 1gov-int-gateway-acc.gov.bw port 443 after 772 ms: Could not connect to server
1gov-int-gateway.gov.bw,Operation timed out after 3000 milliseconds with 0 bytes received
1gov-sr-helpdesk.gov.bw,200
1gov.gov.bw,200
accdev.gov.bw,Connection timed out after 3002 milliseconds
admin-thuo-letlotlo.gov.bw,Could not resolve host: admin-thuo-letlotlo.gov.bw
admin.botswanaspeaks.gov.bw,302
agc.gov.bw,Could not resolve host: agc.gov.bw
agreements.gov.bw,Could not resolve host: agreements.gov.bw
agrima.gov.bw,SSL certificate problem: certificate has expired
animalhealth-service-uat.gov.bw,Could not resolve host: animalhealth-service-uat.gov.bw
animalhealth-uat.gov.bw,SSL certificate problem: unable to get local issuer certificate
api.childprotection.gov.bw,Could not resolve host: api.childprotection.gov.bw
api.temo.gov.bw,Recv failure: Connexion ré-initialisée par le correspondant
app-ecsrm.gov.bw,Could not resolve host: app-ecsrm.gov.bw
appoint.gov.bw,200
assets-acc.gov.bw,Could not resolve host: assets-acc.gov.bw
assets-test.gov.bw,Failed to connect to assets-test.gov.bw port 443 after 586 ms: Could not connect to server
assets.gov.bw,Could not resolve host: assets.gov.bw
atlas.gov.bw,Could not resolve host: atlas.gov.bw
autodiscover.botswanaspeaks.gov.bw,Could not resolve host: autodiscover.botswanaspeaks.gov.bw
autodiscover.gov.bw,302
baits2.gov.bw,Could not resolve host: baits2.gov.bw
baits3-uat.gov.bw,401
baits3.gov.bw,Resolving timed out after 3000 milliseconds
baits3admin-uat.gov.bw,401
baits3admin.gov.bw,200
bdf-irecruit-uat.gov.bw,SSL certificate problem: unable to get local issuer certificate
bdf.gov.bw,Could not resolve host: bdf.gov.bw
bdfmail45.gov.bw,Could not resolve host: bdfmail45.gov.bw
bhis.gov.bw,502
bhmis.gov.bw,502
bhrims.gov.bw,Connection timed out after 3001 milliseconds
bobirwa.cdc.gov.bw,Connection timed out after 3000 milliseconds
bodamis.gov.bw,Connection timed out after 3000 milliseconds
boteti.cdc.gov.bw,Connection timed out after 3002 milliseconds
botswana.gov.bw,Connection timed out after 3001 milliseconds
botswanaemr.gov.bw,Connection timed out after 3000 milliseconds
botswanaspeaks.gov.bw,200
bpermit.gov.bw,Connection timed out after 3002 milliseconds
bpo01su300drccrsapp.bpol.gov.bw,Could not resolve host: bpo01su300drccrsapp.bpol.gov.bw
bpo01su303trccrs.bpol.gov.bw,Could not resolve host: bpo01su303trccrs.bpol.gov.bw
bpo01su304trccrsapp.bpol.gov.bw,Could not resolve host: bpo01su304trccrsapp.bpol.gov.bw
bpo01su311prdaplccrs.bpol.gov.bw,Could not resolve host: bpo01su311prdaplccrs.bpol.gov.bw
bpo01su54.bpol.gov.bw,Could not resolve host: bpo01su54.bpol.gov.bw
bpo01su55.bpol.gov.bw,Could not resolve host: bpo01su55.bpol.gov.bw
bpo01su56.bpol.gov.bw,Could not resolve host: bpo01su56.bpol.gov.bw
bpo01sw01ads01.bpol.gov.bw,Could not resolve host: bpo01sw01ads01.bpol.gov.bw
bpo01sw10.bpol.gov.bw,Could not resolve host: bpo01sw10.bpol.gov.bw
bpo01sw11.bpol.gov.bw,Could not resolve host: bpo01sw11.bpol.gov.bw
bpo50su01.bpol.gov.bw,Could not resolve host: bpo50su01.bpol.gov.bw
bpo50su02.bpol.gov.bw,Could not resolve host: bpo50su02.bpol.gov.bw
bpo50su03.bpol.gov.bw,Could not resolve host: bpo50su03.bpol.gov.bw
bpo50su05.bpol.gov.bw,Could not resolve host: bpo50su05.bpol.gov.bw
bpol.gov.bw,Could not resolve host: bpol.gov.bw
bps-test.gov.bw,Could not resolve host: bps-test.gov.bw
bps.gov.bw,Could not resolve host: bps.gov.bw
bpsmail.bpol.gov.bw,200
btv.gov.bw,Could not resolve host: btv.gov.bw
cdc.gov.bw,Connection timed out after 3001 milliseconds
cfi.gov.bw,Could not resolve host: cfi.gov.bw
childprotection.gov.bw,SSL certificate problem: certificate has expired
cms-cct-acc.gov.bw,Could not resolve host: cms-cct-acc.gov.bw
cms-cct.gov.bw,Could not resolve host: cms-cct.gov.bw
cms-ic.gov.bw,Could not resolve host: cms-ic.gov.bw
cms-labour-acc.gov.bw,Could not resolve host: cms-labour-acc.gov.bw
cms-labour.gov.bw,Could not resolve host: cms-labour.gov.bw
cms-omb.gov.bw,Could not resolve host: cms-omb.gov.bw
cms.gov.bw,Could not resolve host: cms.gov.bw
cms1.gov.bw,401
cms2.gov.bw,Could not resolve host: cms2.gov.bw
collab-edge.gov.bw,Could not resolve host: collab-edge.gov.bw
commonapi-test.imaap.gov.bw,Could not resolve host: commonapi-test.imaap.gov.bw
coms-acc.gov.bw,Could not resolve host: coms-acc.gov.bw
coms.gov.bw,Could not resolve host: coms.gov.bw
comsmanager.gov.bw,Could not resolve host: comsmanager.gov.bw
cors.gov.bw,Could not resolve host: cors.gov.bw
covid19.gov.bw,Could not resolve host: covid19.gov.bw
covid19admin.gov.bw,Could not resolve host: covid19admin.gov.bw
covid19portal.gov.bw,Could not resolve host: covid19portal.gov.bw
covid19systems.gov.bw,Could not resolve host: covid19systems.gov.bw
cpanel.botswanaspeaks.gov.bw,Could not resolve host: cpanel.botswanaspeaks.gov.bw
cpanel.cdc.gov.bw,Could not resolve host: cpanel.cdc.gov.bw
cpanel.stc.gov.bw,Could not resolve host: cpanel.stc.gov.bw
cpcalendars.botswanaspeaks.gov.bw,Could not resolve host: cpcalendars.botswanaspeaks.gov.bw
cpcalendars.cdc.gov.bw,Could not resolve host: cpcalendars.cdc.gov.bw
