hostname,score,sources,label,level
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,
jesuites.ca,6,wikidata;wikidata,Canada Province of the Society of Jesus,
jesuits.ca,6,wikidata;wikidata,Canada Province of the Society of Jesus,
roc-taiwan.org,6,wikidata;wikidata,"Embassy of the Republic of China (Taiwan), Port-au-Prince",central
brh.ht,4,wikidata,Bank of the Republic of Haiti,
cephaiti.ht,4,wikidata,Provisional Electoral Council,central
ht.usembassy.gov,4,wikidata,embassy of the United States in Haiti,central
pnh.ht,4,wikidata,Haitian National Police,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Haiti,
ht.ambafrance.org,3,wikidata,"Embassy of France, Port-au-Prince",central
ihsi.ayiti.digital,3,wikidata,Institut Haïtien de Statistique et d'Informatique,central
port-au-prince.diplo.de,3,wikidata,"embassy of Germany, Port-au-Prince",central
leparlementhaitien.info,1,wikidata;wikidata;wikidata,Parliament of Haiti | Chamber of Deputies,central
