field,text
country_name,"Republic of Chad"
government_type,"presidential republic"
capital,"N'Djamena"
chief_of_state,"President Mahamat Idriss DÉBY (since 6 May 2024)"
head_of_government,"Prime Minister Allamaye HALINA (since 23 May 2024)"
judicial_highest_courts,"Supreme Court (consists of the chief justice, 3 chamber presidents, and 12 judges or councilors and divided into 3 chambers); Supreme Council of the Judiciary (consists of the Judiciary president, vice president and 13 members)"
constitution_history,"several previous; latest adopted by National Transitional Council 27 June 2023, approved by referendum 17 December, verified by Chad Supreme Court 28 December, promulgated 1 January 2024"
