subdomain,http_status
200mapi.essti.gov.et,"Resolving timed out after 3001 milliseconds"
200mari.essti.gov.et,"Resolving timed out after 3001 milliseconds"
aabpca.gov.et,"Resolving timed out after 3002 milliseconds"
aacta.gov.et,"Could not resolve host: aacta.gov.et"
aalhria.gov.et,"Could not resolve host: aalhria.gov.et"
aarc.gov.et,"Resolving timed out after 3001 milliseconds"
aawsa.gov.et,"Resolving timed out after 3001 milliseconds"
addisculturetourism.gov.et,"Resolving timed out after 3002 milliseconds"
addismayor.gov.et,"200"
admin.derash.gov.et,"200"
admin.essti.gov.et,"Resolving timed out after 3001 milliseconds"
admin.qa.derash.gov.et,"Resolving timed out after 3002 milliseconds"
afarculture.gov.et,"Resolving timed out after 3001 milliseconds"
ahri.gov.et,"200"
aim.ata.gov.et,"Resolving timed out after 3001 milliseconds"
aimform.gov.et,"Could not resolve host: aimform.gov.et"
amharasemaetate.gov.et,"Could not resolve host: amharasemaetate.gov.et"
amharic.ebi.gov.et,"Could not resolve host: amharic.ebi.gov.et"
amharic.ephi.gov.et,"Could not resolve host: amharic.ephi.gov.et"
anrstvedb.gov.et,"Could not resolve host: anrstvedb.gov.et"
api.addismayor.gov.et,"Resolving timed out after 3001 milliseconds"
api.admin.derash.gov.et,"Resolving timed out after 3001 milliseconds"
api.admin.qa.derash.gov.et,"Resolving timed out after 3002 milliseconds"
api.derash.gov.et,"Resolving timed out after 3002 milliseconds"
api.eris.fmhaca.gov.et,"Resolving timed out after 3001 milliseconds"
api.fmhaca.gov.et,"Could not resolve host: api.fmhaca.gov.et"
api.public.derash.gov.et,"Resolving timed out after 3001 milliseconds"
api.public.qa.derash.gov.et,"Resolving timed out after 3002 milliseconds"
api.qa.derash.gov.et,"Resolving timed out after 3002 milliseconds"
appscwbdms.gov.et,"Could not resolve host: appscwbdms.gov.et"
asagert.gov.et,"Resolving timed out after 3001 milliseconds"
aslc.essti.gov.et,"Resolving timed out after 3001 milliseconds"
ata.gov.et,"302"
autodiscover.aacta.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.aalhria.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.aawsa.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.addisculturetourism.gov.et,"Could not resolve host: autodiscover.addisculturetourism.gov.et"
autodiscover.ahri.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.amharasemaetate.gov.et,"Resolving timed out after 3002 milliseconds"
autodiscover.ata.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.batucity.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.bishangurachacity.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.bost.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.dire-dawa.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.dpfspco.gov.et,"Resolving timed out after 3002 milliseconds"
autodiscover.ebi.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.eea.gov.et,"Resolving timed out after 3003 milliseconds"
autodiscover.epau.gov.et,"Could not resolve host: autodiscover.epau.gov.et"
autodiscover.ephi.gov.et,"400"
autodiscover.esrs-edu.gov.et,"Resolving timed out after 3001 milliseconds"
autodiscover.ethiopiareddplus.gov.et,"Resolving timed out after 3002 milliseconds"
autodiscover.gambellacoc.gov.et,"Resolving timed out after 3002 milliseconds"
autodiscover.guragetour.gov.et,"Resolving timed out after 3002 milliseconds"
autodiscover.ilqso.gov.et,"400"
