field,text
country_name,"Republic of Austria"
government_type,"federal parliamentary republic"
capital,"Vienna"
chief_of_state,"President Alexander VAN DER BELLEN (since 26 January 2017)"
head_of_government,"Chancellor Christian STOCKER (since 3 March 2025)"
judicial_highest_courts,"Supreme Court of Justice or Oberster Gerichtshof (consists of 85 judges organized into 17 senates or panels of 5 judges each); Constitutional Court or Verfassungsgerichtshof (consists of 20 judges including 6 substitutes; Administrative Court or Verwaltungsgerichtshof - 2 judges plus other members depending on the importance of the case)"
constitution_history,"several previous; latest adopted 1 October 1920, revised 1929, replaced May 1934, replaced by German Weimar constitution in 1938 following German annexation, reinstated 1 May 1945"
