subdomain,http_status
.nisis.gov.za,"Could not resolve host: .nisis.gov.za"
?.elundini.gov.za,"URL rejected: No host part in the URL"
adminonline.sars.gov.za,"Could not resolve host: adminonline.sars.gov.za"
autodiscover.doe.gov.za,"Could not resolve host: autodiscover.doe.gov.za"
autodiscover.daff.gov.za,"Could not resolve host: autodiscover.daff.gov.za"
autodiscover.dkm.gov.za,"Could not resolve host: autodiscover.dkm.gov.za"
autodiscover.doc.gov.za,"Could not resolve host: autodiscover.doc.gov.za"
autodiscover.dmr.gov.za,"Could not resolve host: autodiscover.dmr.gov.za"
autodiscover.dirco.gov.za,"Could not resolve host: autodiscover.dirco.gov.za"
autodiscover.dpsa.gov.za,"Could not resolve host: autodiscover.dpsa.gov.za"
autodiscover.dsd.gov.za,"Could not resolve host: autodiscover.dsd.gov.za"
autodiscover.drdar.gov.za,"Could not resolve host: autodiscover.drdar.gov.za"
autodiscover.drakenstein.gov.za,"Could not resolve host: autodiscover.drakenstein.gov.za"
_collab-edge._tls.environment.gov.za,"Could not resolve host: _collab-edge._tls.environment.gov.za"
autodiscover.ecdhs.gov.za,"Could not resolve host: autodiscover.ecdhs.gov.za"
autodiscover.dtps.gov.za,"Could not resolve host: autodiscover.dtps.gov.za"
autodiscover.dst.gov.za,"Could not resolve host: autodiscover.dst.gov.za"
autodiscover.dwa.gov.za,"Could not resolve host: autodiscover.dwa.gov.za"
autodiscover.durban.gov.za,"Could not resolve host: autodiscover.durban.gov.za"
ad.stellenbosch.gov.za,"Could not resolve host: ad.stellenbosch.gov.za"
autodiscover.amajuba.gov.za,"Failed to connect to autodiscover.amajuba.gov.za port 443 after 209 ms: Could not connect to server"
autodiscover.capetown.gov.za,"Failed to connect to autodiscover.capetown.gov.za port 443 after 286 ms: Could not connect to server"
amahlathi.gov.za,"Could not resolve host: amahlathi.gov.za"
autodiscover.ecleg.gov.za,"Failed to connect to autodiscover.ecleg.gov.za port 443 after 182 ms: Could not connect to server"
app-portal.tda.gov.za,"Could not resolve host: app-portal.tda.gov.za"
autodiscover.baviaans.gov.za,"Could not resolve host: autodiscover.baviaans.gov.za"
atomprod.dac.gov.za,"Could not resolve host: atomprod.dac.gov.za"
accounts.ndz.gov.za,"Could not resolve host: accounts.ndz.gov.za"
autodiscover.dac.gov.za,"Could not resolve host: autodiscover.dac.gov.za"
autodiscover.capewinelands.gov.za,"Failed to connect to autodiscover.capewinelands.gov.za port 443 after 402 ms: Could not connect to server"
autodiscover.dpw.gov.za,"Failed to connect to autodiscover.dpw.gov.za port 443 after 349 ms: Could not connect to server"
autodiscover.dpe.gov.za,"Failed to connect to autodiscover.dpe.gov.za port 443 after 399 ms: Could not connect to server"
ar.edendm.gov.za,"500"
agricexch2010.agric.limpopo.gov.za,"Could not resolve host: agricexch2010.agric.limpopo.gov.za"
autodicover.dirco.gov.za,"Could not resolve host: autodicover.dirco.gov.za"
autodiscover.ecdsd.gov.za,"Failed to connect to autodiscover.ecdsd.gov.za port 443 after 372 ms: Could not connect to server"
accounts.sekhukhune.gov.za,"Could not resolve host: accounts.sekhukhune.gov.za"
autodiscover.dedea.gov.za,"Failed to connect to autodiscover.dedea.gov.za port 443 after 522 ms: Could not connect to server"
autodiscover.dha.gov.za,"Could not resolve host: autodiscover.dha.gov.za"
autodiscover.agric.limpopo.gov.za,"Failed to connect to autodiscover.agric.limpopo.gov.za port 443 after 561 ms: Could not connect to server"
autodiscover.capeagulhas.gov.za,"Failed to connect to autodiscover.capeagulhas.gov.za port 443 after 569 ms: Could not connect to server"
4dp.westerncape.gov.za,"307"
appn05.secure.treasury.gov.za,"Could not resolve host: appn05.secure.treasury.gov.za"
alternative-care.dsd.gov.za,"Could not resolve host: alternative-care.dsd.gov.za"
autodiscover.gauteng.gov.za,"Failed to connect to autodiscover.gauteng.gov.za port 443 after 217 ms: Could not connect to server"
amathuba.ecdpw.gov.za,"SSL certificate problem: unable to get local issuer certificate"
admin.ndz.gov.za,"SSL: no alternative certificate subject name matches target hostname 'admin.ndz.gov.za'"
apss1002-mx01.socdev.gov.za,"Could not resolve host: apss1002-mx01.socdev.gov.za"
autodiscover.gems.gov.za,"Failed to connect to autodiscover.gems.gov.za port 443 after 210 ms: Could not connect to server"
activesync.ecdpw.gov.za,"Could not resolve host: activesync.ecdpw.gov.za"
agr-bis-ex01.drdar.gov.za,"Could not resolve host: agr-bis-ex01.drdar.gov.za"
activesync.kzndpw.gov.za,"Could not resolve host: activesync.kzndpw.gov.za"
autodiscover.george.gov.za,"Failed to connect to autodiscover.george.gov.za port 443 after 239 ms: Could not connect to server"
autodiscover.freetrans.gov.za,"Failed to connect to autodiscover.freetrans.gov.za port 443 after 377 ms: Could not connect to server"
autodiscover.gpaa.gov.za,"Failed to connect to autodiscover.gpaa.gov.za port 443 after 223 ms: Could not connect to server"
autodiscover.fseducation.gov.za,"Failed to connect to autodiscover.fseducation.gov.za port 443 after 391 ms: Could not connect to server"
autodiscover.feta.gov.za,"Failed to connect to autodiscover.feta.gov.za port 443 after 421 ms: Could not connect to server"
autodiscover.fsl.gov.za,"Failed to connect to autodiscover.fsl.gov.za port 443 after 376 ms: Could not connect to server"
agrimail.daff.gov.za,"Could not resolve host: agrimail.daff.gov.za"
