field,text
country_name,"Islamic Republic of Iran"
government_type,"theocratic republic"
capital,"Tehran"
chief_of_state,"Supreme Leader Ali Hoseini-KHAMENEI (since 4 June 1989)"
head_of_government,"President Masoud PEZESHKIAN (since 30 July 2024)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and organized into 42 two-bench branches, each with a justice and a judge)"
constitution_history,"previous 1906; latest adopted 24 October 1979, effective 3 December 1979"
