hostname,http_status,mx
acad-ciencias.pt,301,10 acadciencias-pt01b.mail.protection.outlook.com.
academia.marinha.pt,302,none
acss.min-saude.pt,301,0 acss-minsaude-pt02b.mail.protection.outlook.com.
adop.pt,200,10 adop-pt.mail.protection.outlook.com.
aeportugal.pt,301,0 aeportugal-pt.mail.protection.outlook.com.
ahbva.pt,HttpConnectTimeoutException: HTTP connect timed out,10 ahbva-pt.mail.protection.outlook.com.
aip.pt,500,0 aip-pt.mail.protection.outlook.com.
alra.pt,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 alra-pt.mail.protection.outlook.com.
alram.pt,ConnectException,0 alram-pt.mail.protection.outlook.com.; 10 mxp.meoempresas.pt.; 40 mail.alram.pt.; 10 mxc.meoempresas.pt.
ambafrance-pt.org,ConnectException,none
ambasadat.net,200,20 mx2.emailsrvr.com.; 10 mx1.emailsrvr.com.
amn.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching amn.pt found.,0 amn-pt.mail.protection.outlook.com.
anacom.pt,403,5 mail.anacom.pt.
apambiente.pt,200,0 apambiente-pt.u-v1.mx.microsoft.
areasprotegidas.icnf.pt,200,none
arslvt.min-saude.pt,ConnectException,0 arslvt-minsaude-pt02e.mail.protection.outlook.com.
asf.com.pt,ConnectException,10 mxg.eu.mpssec.net.; 10 mxf.eu.mpssec.net.
bportugal.pt,ConnectException,10 mail3.bportugal.pt.; 10 mail1.bportugal.pt.; 10 mail2.bportugal.pt.; 10 mail4.bportugal.pt.
bv-guimaraes.org,302,0 bv-guimaraes.org.
bvpacodearcos.pt,200,0 bvpacodearcos-pt.mail.protection.outlook.com.
bvseixal.pt,301,10 mail.dhosting.pt.
bvsulesueste.pt,HttpConnectTimeoutException: HTTP connect timed out,0 bvsulesueste-pt.mail.protection.outlook.com.
bvtaipas.com,302,0 mail.bvtaipas.com.
bvvizela.pt,302,0 bvvizela-pt.mail.protection.outlook.com.
ccila-portugal.com,302,0 ccilaportugal-com01c.mail.protection.outlook.com.
ccpfc.uminho.pt,301,0 ccpfc-uminho-pt.mail.protection.outlook.com.
chbm.min-saude.pt,ConnectException,0 chbm-minsaude-pt02b.mail.protection.outlook.com.
chbv.min-saude.pt,ConnectException,0 chbv-minsaude-pt02b.mail.protection.outlook.com.
chcbeira.min-saude.pt,ConnectException,0 chcbeira-minsaude-pt03b.mail.protection.outlook.com.
chedv.min-saude.pt,ConnectException,0 chedv-minsaude-pt02c.mail.protection.outlook.com.
chlc.min-saude.pt,ConnectException,20 mx-02-eu-west-1.prod.hydra.sophos.com.; 10 mx-01-eu-west-1.prod.hydra.sophos.com.
chleiria.pt,302,10 mail.chleiria.pt.
chln.min-saude.pt,301,0 gw000152-eu.fortimail.com.
chlo.min-saude.pt,200,0 chlo-minsaude-pt02b.mail.protection.outlook.com.
chmt.min-saude.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching chmt.min-saude.pt found.,0 chmt-minsaude-pt02b.mail.protection.outlook.com.
choeste.min-saude.pt,ConnectException,0 choeste-minsaude-pt02i.mail.protection.outlook.com.
chporto.pt,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,20 mail.chporto.pt.
chpvvc.min-saude.pt,ConnectException,0 chpvvc-minsaude-pt02e.mail.protection.outlook.com.
chs.min-saude.pt,ConnectException,0 chs-minsaude-pt01i.mail.protection.outlook.com.
chtmad.min-saude.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching chtmad.min-saude.pt found.,0 chtmad-minsaude-pt02e.mail.protection.outlook.com.
chts.min-saude.pt,ConnectException,0 chts-minsaude-pt02b.mail.protection.outlook.com.
chtv.min-saude.pt,ConnectException,none
chualgarve.min-saude.pt,ConnectException,0 chualgarve-minsaude-pt03e.mail.protection.outlook.com.
chuc.min-saude.pt,ConnectException,0 chuc-minsaude-pt02b.mail.protection.outlook.com.
cm-abrantes.pt,HttpTimeoutException: request timed out,10 cmabrantes-pt0e.mail.protection.outlook.com.
cm-alcanena.pt,HttpTimeoutException: request timed out,0 cmalcanena-pt0e.mail.protection.outlook.com.
cm-barreiro.pt,301,20 mail2.cm-barreiro.pt.; 10 mail.cm-barreiro.pt.
cm-braga.pt,301,0 cmbraga-pt0e.mail.protection.outlook.com.
cm-constancia.pt,200,10 mxg.eu.mpssec.net.; 10 mxf.eu.mpssec.net.
cm-entroncamento.pt,200,0 cmentroncamento-pt0e.mail.protection.outlook.com.
cm-ferreiradozezere.pt,HttpTimeoutException: request timed out,0 mail.cm-ferreiradozezere.pt.
cm-lisboa.pt,302,10 cmlisboa-pt0e.mail.protection.outlook.com.
cm-macao.pt,301,10 mail.cm-macao.pt.; 20 mailsrv.cm-macao.pt.
cm-ourem.pt,ConnectException,10 srv02.cm-ourem.pt.
cm-porto.pt,301,10 cmporto-pt0e.mail.protection.outlook.com.
cm-sardoal.pt,200,10 mail.cm-sardoal.pt.
cm-serta.pt,200,10 mxp.meoempresas.pt.; 10 mxc.meoempresas.pt.
cm-sjm.pt,301,10 mxc.meoempresas.pt.; 10 mxp.meoempresas.pt.
cm-tomar.pt,301,5 mail.cm-tomar.pt.; 10 email.cm-tomar.pt.
cm-viladerei.pt,HttpTimeoutException: request timed out,0 cmviladerei-pt0e.mail.protection.outlook.com.
cm-vnbarquinha.pt,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 email.cm-vnbarquinha.pt.
cmvm.pt,ConnectException,5 mail.cmvm.pt.; 20 drmail.cmvm.pt.
cnecv.pt,301,20 alt1.prf-smtp-in.m.smail.eu.; 10 prf-smtp-in.m.smail.eu.
cnpd.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cnpd.pt found.,10 mail.cnpd.pt.
cnsf.com,301,10 mx002.register.xion.oxcs.net.; 10 mx001.register.xion.oxcs.net.
cpf.pt,500,none
dgadr.pt,ConnectException,5 dgadr.in.tmes.trendmicro.eu.
dgav.pt,IOException: HTTP/1.1 header parser received no bytes,10 dgav-pt.mail.protection.outlook.com.; 20 smtp.dgav.pt.
dgeec.medu.pt,ConnectException,10 rmail5.rae.mec.pt.; 10 rmail4.rae.mec.pt.
dgo.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching dgo.pt found.,20 smtp1.artelecom.pt.; 30 smtp2.artelecom.pt.; 5 mail.dgo.pt.
dgotdu.pt,ConnectException,none
dgs.pt,HttpConnectTimeoutException: HTTP connect timed out,0 dgs-pt.mail.protection.outlook.com.
dgterritorio.pt,ConnectException,10 dgterritorio-pt.mail.protection.outlook.com.
dnacascais.pt,403,0 dnacascais-pt.mail.protection.outlook.com.
emb-argelia.pt,301,0 embargelia-pt0i.mail.protection.outlook.com.
embaixada-africadosul.pt,ConnectException,10 mxp.meoempresas.pt.; 10 mxc.meoempresas.pt.
embaixadadeangola.pt,301,0 mail.embaixadadeangola.pt.
embaixadadecaboverde.pt,200,10 embaixadadecaboverde.pt.
embaixadadopanama.pt,200,0 mail.embaixadadopanama.pt.
embaixadadoparaguai.pt,405,none
embaixadaguinebissau.pt,200,13 route2.mx.cloudflare.net.; 21 route1.mx.cloudflare.net.; 86 route3.mx.cloudflare.net.
embaixadaperu.pt,200,0 embaixadaperu.pt.
embajadadominicana.pt,SSLHandshakeException: (handshake_failure) Received fatal alert: handshake_failure,1 smtp.google.com.
emfa.pt,200,10 mx2.emfa.pt.; 10 mx1.emfa.pt.
ense-epe.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ense-epe.pt found.,0 enseepe-pt01b.mail.protection.outlook.com.
ers.pt,302,0 ers-pt.mail.protection.outlook.com.
ersar.pt,HttpConnectTimeoutException: HTTP connect timed out,0 ersar-pt.mail.protection.outlook.com.
erse.pt,SSLHandshakeException: Remote host terminated the handshake,5 erse-pt.mail.protection.outlook.com.; 10 relay.net4b.pt.; 30 mail.erse.pt.
espap.pt,302,10 espap-gov-pt.mail.protection.outlook.com.
eurogendfor.org,301,0 eurogendfor-org.mail.protection.outlook.com.
exercito.pt,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 smtp2.exercito.pt.; 10 smtp1.exercito.pt.
fccn.pt,301,10 smtp01.fccn.pt.; 10 smtp02.fccn.pt.
fct.pt,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching fct.pt found.,10 smtp01.fccn.pt.; 10 smtp02.fccn.pt.
finlandabroad.fi,301,10 mail.valtori.fi.
funchal.pt,301,10 esecure1.funchal.pt.; 10 esecure2.funchal.pt.
gnr.pt,301,10 mx1.rnsi.mai.gov.pt.; 10 mx4.rnsi.mai.gov.pt.; 10 mx6.rnsi.mai.gov.pt.; 10 mx3.rnsi.mai.gov.pt.; 10 mx2.rnsi.mai.gov.pt.; 10 mx5.rnsi.mai.gov.pt.
hdfigueira.min-saude.pt,ConnectException,0 hdfigueira-minsaude-pt03e.mail.protection.outlook.com.
hevora.min-saude.pt,ConnectException,0 hevora-minsaude-pt02e.mail.protection.outlook.com.
hff.min-saude.pt,200,0 hff-minsaude-pt01i.mail.protection.outlook.com.
hgo.min-saude.pt,ConnectException,0 hgo-minsaude-pt01i.mail.protection.outlook.com.
hospitaldebraga.pt,200,none
hospitaldeguimaraes.min-saude.pt,ConnectException,0 hospitaldeguimaraes-minsaude-pt05i.mail.protection.outlook.com.
hospitalvilafrancadexira.pt,200,none
iapmei.pt,ConnectException,0 iapmei-pt.mail.protection.outlook.com.
icnf.pt,200,0 icnf-pt.mail.protection.outlook.com.
iefp.pt,200,10 iefp-pt.mail.protection.outlook.com.
igai.pt,ConnectException,10 mx1.rnsi.mai.gov.pt.; 10 mx6.rnsi.mai.gov.pt.; 10 mx5.rnsi.mai.gov.pt.; 10 mx3.rnsi.mai.gov.pt.; 10 mx4.rnsi.mai.gov.pt.; 10 mx2.rnsi.mai.gov.pt.
igec.mec.pt,ConnectException,10 rmail4.rae.mec.pt.; 10 rmail5.rae.mec.pt.
imt-ip.pt,ConnectException,40 imtt-pt.mail.protection.outlook.com.
ina.pt,HttpConnectTimeoutException: HTTP connect timed out,10 ina-pt.mail.protection.outlook.com.
inag.pt,200,none
ine.pt,302,5 ine-pt.mail.protection.outlook.com.
inem.pt,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,0 inem-pt.mail.protection.outlook.com.
infarmed.pt,HttpConnectTimeoutException: HTTP connect timed out,0 mail.infarmed.pt.
inml.mj.pt,ConnectException,10 mx02.justica.gov.pt.; 10 mailgw.mj.pt.
inovacaosocial.portugal2020.pt,200,10 inovacaosocial-portugal2020-pt.mail.protection.outlook.com.
inpi.pt,200,10 mailgw.mj.pt.
inr.pt,ConnectException,none
ipq.pt,301,10 ipq-pt.mail.protection.outlook.com.
iqs.pt,301,10 mxa.mailgun.org.; 10 mxb.mailgun.org.
ivp.pt,HttpConnectTimeoutException: HTTP connect timed out,10 w2k8r2-ex1.ntporto.ivp.pt.
