hostname,score,sources,label,level
mm.usembassy.gov,7,wikidata;wikidata,"Embassy of the United States of America, Rangoon | American Center Yangon",central
myanmar-education.edu.mm,7,wikidata;wikidata,Ministry of Education of Myanmar,central
nugmyanmar.org,6,wikidata;wikidata;wikidata;wikidata,National Unity Government of Myanmar,central
roc-taiwan.org,6,wikidata;wikidata,Taipei Economic and Cultural Office in Myanmar,
myanmarstandards.org.mm,4,wikidata,National Institute of Metrology Myanmar,
crphmyanmar.org,3,wikidata,Committee Representing Pyidaungsu Hluttaw,
dsmrmm.com,3,wikidata,Defence Services Medical Research Centre,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Myanmar / Burma,
finlandabroad.fi,3,wikidata,embassy of Finland in Myanmar,central
mm.ambafrance.org,3,wikidata,"Embassy of France, Yangon",central
mm.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Yangon",central
myanmar.mid.ru,3,wikidata,embassy of Russia in Myanmar,central
myanmar.um.dk,3,wikidata,embassy of Denmark in Myanmar,central
mzv.cz,3,wikidata,embassy of the Czech republic in Myanmar,central
norway.no,3,wikidata,Embassy of Norway in Myanmar,central
rangun.diplo.de,3,wikidata,"Embassy of Germany, Yangon",central
holyrosaryprovince.org,1,wikidata;wikidata;wikidata;wikidata,Dominican Province of Our Lady of the Rosary,
