hostname,score,sources,label,level,http_status,mx
myanmar-education.edu.mm,7,wikidata;wikidata,Ministry of Education of Myanmar,central,ConnectException,none
nugmyanmar.org,6,wikidata;wikidata;wikidata;wikidata,National Unity Government of Myanmar,central,200,10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.
roc-taiwan.org,6,wikidata;wikidata,Taipei Economic and Cultural Office in Myanmar,,302,none
myanmarstandards.org.mm,4,wikidata,National Institute of Metrology Myanmar,,403,0 mail.myanmarstandards.org.mm.
crphmyanmar.org,3,wikidata,Committee Representing Pyidaungsu Hluttaw,,200,5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
dsmrmm.com,3,wikidata,Defence Services Medical Research Centre,,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to Myanmar / Burma,,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
finlandabroad.fi,3,wikidata,embassy of Finland in Myanmar,central,301,10 mail.valtori.fi.
mm.ambafrance.org,3,wikidata,"Embassy of France, Yangon",central,301,none
mm.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Yangon",central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching mm.china-embassy.org found.,none
myanmar.mid.ru,3,wikidata,embassy of Russia in Myanmar,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
myanmar.um.dk,3,wikidata,embassy of Denmark in Myanmar,central,301,none
mzv.cz,3,wikidata,embassy of the Czech republic in Myanmar,central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
norway.no,3,wikidata,Embassy of Norway in Myanmar,central,301,0 mx.domeneshop.no.
rangun.diplo.de,3,wikidata,"Embassy of Germany, Yangon",central,200,10 mx1.bund.de.; 10 mx2.bund.de.
holyrosaryprovince.org,1,wikidata;wikidata;wikidata;wikidata,Dominican Province of Our Lady of the Rosary,,301,none
