hostname,http_status,mx
brh.ht,ConnectException,10 brh-exedge-01.brh.ht.; 0 brh-ht.mail.protection.outlook.com.
centroamericaribeschp.com,400,none
cephaiti.ht,200,0 mail.cephaiti.ht.
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
ht.ambafrance.org,301,none
ihsi.ayiti.digital,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 vp29-or2.hostingpanel1.com.
jesuites.ca,200,0 jesuites-ca.mail.protection.outlook.com.
jesuits.ca,200,0 jesuits-ca.mail.protection.outlook.com.
leparlementhaitien.info,200,0 leparlementhaitien.info.
pnh.ht,HttpConnectTimeoutException: HTTP connect timed out,none
port-au-prince.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
roc-taiwan.org,302,none
