hostname,score,sources,label,level,http_status,mx
goretarapaca.gov.cl,8,wikidata;wikidata,Regional Council of Tarapacá,central-1,403,0 goretarapaca-gov-cl.mail.protection.outlook.com.
bienesnacionales.cl,7,wikidata;wikidata;wikidata,Ministry of National Property | Q5655486,central,301,none
congreso.cl,7,wikidata;wikidata,National Congress of Chile,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 congreso-cl.mail.protection.outlook.com.
corecoquimbo.cl,7,wikidata;wikidata,Regional Council of Coquimbo,central-1,HttpConnectTimeoutException: HTTP connect timed out,none
coredelosrios.cl,7,wikidata;wikidata,Regional Council of Los Ríos,central-1,ConnectException,50 ALT2.ASPMX.L.GOOGLE.COM.; 50 ALT1.ASPMX.L.GOOGLE.COM.; 10 ASPMX.L.GOOGLE.COM.; 100 ALT3.ASPMX.L.GOOGLE.COM.; 100 ALT4.ASPMX.L.GOOGLE.COM.
coremagallanes.cl,7,wikidata;wikidata,Regional Council of Magallanes y la Antártica Chilena,central-1,ConnectException,0 coremagallanes-cl.mail.protection.outlook.com.
corevalparaiso.cl,7,wikidata;wikidata,Regional Council of Valparaíso,central-1,ConnectException,none
defensa.cl,7,wikidata;wikidata,Ministry of National Defense of Chile,central,403,10 defensa-cl.mail.protection.outlook.com.
dellibertador.cl,7,wikidata;wikidata,Regional Council of O'Higgins,central-1,200,none
gobiernosantiago.cl,7,wikidata;wikidata,Regional Council of the Metropolitan Region of Santiago,central-1,HttpConnectTimeoutException: HTTP connect timed out,0 gobiernosantiago-cl.mail.protection.outlook.com.
goreantofagasta.cl,7,wikidata;wikidata,Regional Council of Antofagasta,central-1,200,5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
gorearaucania.cl,7,wikidata;wikidata,Regional Council of La Araucanía,central-1,HttpConnectTimeoutException: HTTP connect timed out,5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.
gorearicayparinacota.cl,7,wikidata;wikidata,Regional Council of Arica and Parinacota,central-1,302,10 mail.gorearicayparinacota.cl.
goreaysen.cl,7,wikidata;wikidata,Regional Council of Aysén,central-1,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 aspmx2.googlemail.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 aspmx3.googlemail.com.
goremaule.cl,7,wikidata;wikidata,Regional Council of Maule,central-1,200,0 goremaule-cl.mail.protection.outlook.com.
