field,text
country_name,"Gabonese Republic"
government_type,"presidential republic"
capital,"Libreville"
chief_of_state,"President Brice OLIGUI Nguema (since 3 May 2025)"
head_of_government,"President Brice OLIGUI Nguema (since 3 May 2025)"
judicial_highest_courts,"Supreme Court (consists of 4 permanent specialized supreme courts - Supreme Court or Cour de Cassation, Administrative Supreme Court or Conseil d'Etat, Accounting Supreme Court or Cour des Comptes, Constitutional Court or Cour Constitutionnelle, and the non-permanent Court of State Security, initiated only for cases of high treason by the president and criminal activity by executive branch officials)"
constitution_history,"previous 1961, 1991; latest approved in November 2024 referendum"
