hostname,score,sources,label,level
utu.edu.uy,7,wikidata;wikidata,University of Labor of Uruguay | General Directorate of Professional Technical Education,
dominicoshispania.org,6,wikidata;wikidata,Province of Hispania of the Order of Preachers,
jesuitasaru.org,6,wikidata;wikidata,Argentine-Uruguayan Jesuit Province,
anep.edu.uy,4,wikidata,National Administration of Public Education,central
anii.org.uy,4,wikidata,Agencia Nacional de Investigación e Innovación,
asse.com.uy,4,wikidata,State Health Services Administration,
colonizacion.com.uy,4,wikidata,Colonization Institute,central
dgeip.edu.uy,4,wikidata,General Directorate for Early and Primary Education,
dges.edu.uy,4,wikidata,General Directorate for Secondary Education,
fau.mil.uy,4,wikidata,Q1114710,
impo.com.uy,4,wikidata,National Directorate of Official Printings and Publications,
inavi.com.uy,4,wikidata,Q16579066,
rnu.com.uy,4,wikidata,Radiodifusión Nacional del Uruguay,
uy.usembassy.gov,4,wikidata,embassy of the United States in Uruguay,central
consuladoangolaenuruguay.com,3,wikidata,"Consulate of Angola, Montevideo",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Uruguay,
embajadasaharauruguay.blogspot.com,3,wikidata,"Embassy of the Sahrawi Arab Democratic Republic, Montevideo",central
mfa.gr,3,wikidata,embassy of Greece in Uruguay,central
montevideo.diplo.de,3,wikidata,"Embassy of Germany, Montevideo",central
montevideo.mae.ro,3,wikidata,embassy of Romania in Uruguay,central
uruguay.mid.ru,3,wikidata,embassy of Russia in Uruguay,central
uy.ambafrance.org,3,wikidata,embassy of France in Uruguay,central
uy.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Montevideo",central
