subdomain,parent_domain,http_status
acce-serv-test.catalogodatos.gub.uy,gub.uy,"Connection timed out after 3001 milliseconds"
aduanas.gub.uy,gub.uy,"200"
agenda.cerrolargo.gub.uy,gub.uy,"Remote peer returned unexpected data while we expected SETTINGS frame.  Perhaps, peer does not support HTTP/2 properly."
agenda.mintur.gub.uy,gub.uy,"SSL certificate problem: unable to get local issuer certificate"
agenda.rionegro.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'agenda.rionegro.gub.uy'"
agendatransito.salto.gub.uy,gub.uy,"Could not resolve host: agendatransito.salto.gub.uy"
agentes-staging.iduruguay.gub.uy,gub.uy,"200"
agentes-testing.iduruguay.gub.uy,gub.uy,"200"
agentes.iduruguay.gub.uy,gub.uy,"200"
agesic.gub.uy,gub.uy,"301"
ain.gub.uy,gub.uy,"Connection timed out after 3002 milliseconds"
alfaweb.dgi.gub.uy,gub.uy,"504"
antelpagos.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'antelpagos.gub.uy'"
anv.gub.uy,gub.uy,"200"
api-staging.iduruguay.gub.uy,gub.uy,"401"
api-testing.iduruguay.gub.uy,gub.uy,"401"
api.cuencainteligente.gub.uy,gub.uy,"Could not resolve host: api.cuencainteligente.gub.uy"
api.iduruguay.gub.uy,gub.uy,"401"
aplicaciones.onsc.gub.uy,gub.uy,"302"
app.inau.gub.uy,gub.uy,"Could not resolve host: app.inau.gub.uy"
app.mvotma.gub.uy,gub.uy,"Could not resolve host: app.mvotma.gub.uy"
apps.bhu.gub.uy,gub.uy,"Could not resolve host: apps.bhu.gub.uy"
apps.mvotma.gub.uy,gub.uy,"Could not resolve host: apps.mvotma.gub.uy"
apps.rionegro.gub.uy,gub.uy,"200"
archivo.oalm.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'archivo.oalm.gub.uy'"
archivonoticias.mintur.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'archivonoticias.mintur.gub.uy'"
auci.gub.uy,gub.uy,"301"
aula.oalm.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'aula.oalm.gub.uy'"
auth-staging.iduruguay.gub.uy,gub.uy,"404"
auth-testing.iduruguay.gub.uy,gub.uy,"404"
auth.iduruguay.gub.uy,gub.uy,"404"
autodiscover.apps.mvotma.gub.uy,gub.uy,"Could not resolve host: autodiscover.apps.mvotma.gub.uy"
autodiscover.correo.ine.gub.uy,gub.uy,"Could not resolve host: autodiscover.correo.ine.gub.uy"
autodiscover.dramaturgiauruguaya.gub.uy,gub.uy,"Could not resolve host: autodiscover.dramaturgiauruguaya.gub.uy"
autodiscover.fiscalia.gub.uy,gub.uy,"302"
autodiscover.flores.gub.uy,gub.uy,"400"
autodiscover.ine.gub.uy,gub.uy,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.juntadedurazno.gub.uy,gub.uy,"400"
autodiscover.juntarocha.gub.uy,gub.uy,"400"
autodiscover.juntasoriano.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.juntasoriano.gub.uy'"
autodiscover.mec.gub.uy,gub.uy,"Could not resolve host: autodiscover.mec.gub.uy"
autodiscover.salto.gub.uy,gub.uy,"400"
autodiscover.sanjose.gub.uy,gub.uy,"SSL certificate problem: self-signed certificate"
autodiscover.snig.gub.uy,gub.uy,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.srpffaa.gub.uy,gub.uy,"Resolving timed out after 3002 milliseconds"
autodiscover.turismo.salto.gub.uy,gub.uy,"400"
autodiscover.venus.ine.gub.uy,gub.uy,"Could not resolve host: autodiscover.venus.ine.gub.uy"
autogestion.sanidadpolicial.gub.uy,gub.uy,"403"
av.mtop.gub.uy,gub.uy,"Could not resolve host: av.mtop.gub.uy"
bbb.oalm.gub.uy,gub.uy,"SSL: no alternative certificate subject name matches target hostname 'bbb.oalm.gub.uy'"
