subdomain,mx
2020-iaos-isi.zamstats.gov.zm,none
acc.gov.zm,0 acc-gov-zm.mail.protection.outlook.com.
access.grz.gov.zm,none
accesspoint.kth.gov.zm,dig error
admanager.moh.gov.zm,none
admin.grz.gov.zm,none
ago.gov.zm,10 ago-gov-zm.mail.protection.outlook.com.
api.eservices.gov.zm,none
app.ago.gov.zm,none
arts.gov.zm,0 arts-gov-zm.mail.protection.outlook.com.
autodiscover.ago.gov.zm,10 grz.gov.zm.
autodiscover.fic.gov.zm,none
autodiscover.grz.gov.zm,10 grz.gov.zm.
autodiscover.kch.gov.zm,none
autodiscover.kth.gov.zm,dig error
autodiscover.lgmis.gov.zm,none
autodiscover.moe.gov.zm,none
autodiscover.moh.gov.zm,none
autodiscover.nao.gov.zm,none
autodiscover.nkwazi.gov.zm,none
autodiscover.npa.gov.zm,dig error
autodiscover.oppz.gov.zm,none
autodiscover.roads.gov.zm,none
autodiscover.s3p.gov.zm,none
autodiscover.statehouse.gov.zm,none
autodiscover.zaqa.gov.zm,none
autodiscover.zmd.gov.zm,none
bielevator.moh.gov.zm,none
cbs-dev.moh.gov.zm,none
census.zamstats.gov.zm,none
chibombocouncil.gov.zm,0 chibombocouncil-gov-zm.mail.protection.outlook.com.
chingolacouncil.gov.zm,none
chpnt-fw.fic.gov.zm,none
cityofndola.gov.zm,none
cms.cityofndola.gov.zm,none
cpanel.acc.gov.zm,none
cpanel.chibombocouncil.gov.zm,none
cpanel.chingolacouncil.gov.zm,none
cpanel.cityofndola.gov.zm,none
cpanel.cms.cityofndola.gov.zm,none
cpanel.governance.gov.zm,none
cpanel.itezhitezhicouncil.gov.zm,none
cpanel.kalulushicouncil.gov.zm,none
cpanel.kcc.gov.zm,none
cpanel.kch.gov.zm,none
cpanel.kmtc.gov.zm,none
cpanel.kth.gov.zm,dig error
cpanel.lgmis.gov.zm,none
cpanel.ltc.gov.zm,none
cpanel.luanocouncil.gov.zm,none
cpanel.mcdss.gov.zm,none
cpanel.mcdsw.gov.zm,none
cpanel.moa.gov.zm,none
cpanel.msmh.gov.zm,none
cpanel.namwaladistrictcouncil.gov.zm,none
cpanel.nao.gov.zm,none
cpanel.ndf.gov.zm,none
cpanel.nydc.gov.zm,none
cpanel.offgrid.gov.zm,none
cpanel.oppz.gov.zm,none
cpanel.rpa.gov.zm,none
cpanel.s3p.gov.zm,none
cpanel.sapp.gov.zm,none
cpanel.scci.gov.zm,none
cpanel.shibuyunjicouncil.gov.zm,none
cpanel.statehouse.gov.zm,none
cpanel.tourismlevy.gov.zm,none
cpanel.tsc.gov.zm,none
cpanel.uthlabs.gov.zm,none
cpanel.zaqa.gov.zm,none
cpanel.zmd.gov.zm,none
cpcalendars.cityofndola.gov.zm,none
cpcalendars.cms.cityofndola.gov.zm,none
cpcalendars.kalulushicouncil.gov.zm,none
cpcalendars.kcc.gov.zm,none
cpcalendars.kth.gov.zm,none
cpcalendars.lgmis.gov.zm,none
cpcalendars.nao.gov.zm,none
cpcalendars.oppz.gov.zm,none
cpcalendars.rpa.gov.zm,none
cpcalendars.sapp.gov.zm,none
cpcalendars.statehouse.gov.zm,none
cpcalendars.uthlabs.gov.zm,none
cpcalendars.zaqa.gov.zm,none
cpcontacts.cityofndola.gov.zm,none
cpcontacts.cms.cityofndola.gov.zm,none
cpcontacts.kalulushicouncil.gov.zm,none
cpcontacts.kcc.gov.zm,none
cpcontacts.kth.gov.zm,none
cpcontacts.lgmis.gov.zm,none
cpcontacts.nao.gov.zm,none
cpcontacts.oppz.gov.zm,dig error
cpcontacts.rpa.gov.zm,none
cpcontacts.sapp.gov.zm,none
cpcontacts.statehouse.gov.zm,none
cpcontacts.uthlabs.gov.zm,none
cpcontacts.zaqa.gov.zm,none
csc.gov.zm,none
dhis.zeir.moh.gov.zm,none
dhis2.moh.gov.zm,none
dialin.grz.gov.zm,none
drxmail2.fic.gov.zm,none
