subdomain,parent_domain,http_status
37milhosp.gov.gh,gov.gh,"Operation timed out after 3001 milliseconds with 0 bytes received"
37milhosp.gov.gh.cp-28.webhostbox.net,gov.gh,"SSL: no alternative certificate subject name matches target hostname '37milhosp.gov.gh.cp-28.webhostbox.net'"
access.mofep.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
admin.mofep.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
aeda.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
agricextension.gov.gh,gov.gh,"Could not resolve host: agricextension.gov.gh"
alert.nadmo.gov.gh,gov.gh,"Could not resolve host: alert.nadmo.gov.gh"
alfred.presidentsecretariat.gov.gh,gov.gh,"Could not resolve host: alfred.presidentsecretariat.gov.gh"
ama.gov.gh,gov.gh,"Connection timed out after 3001 milliseconds"
amendment.sltf.gov.gh,gov.gh,"Connection timed out after 3002 milliseconds"
amistest.audit.gov.gh,gov.gh,"Connection timed out after 3002 milliseconds"
app.nabco.gov.gh,gov.gh,"SSL: no alternative certificate subject name matches target hostname 'app.nabco.gov.gh'"
app.paris.embassy.gov.gh,gov.gh,"Resolving timed out after 3002 milliseconds"
application.sltf.gov.gh,gov.gh,"SSL certificate problem: unable to get local issuer certificate"
apply.healthtraining.gov.gh,gov.gh,"Resolving timed out after 3002 milliseconds"
apply.yea.gov.gh,gov.gh,"200"
apps.gra.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
arcc.gov.gh,gov.gh,"Resolving timed out after 3002 milliseconds"
arms.police.gov.gh,gov.gh,"302"
askma.gov.gh,gov.gh,"Connection timed out after 3002 milliseconds"
assembly.nadmo.gov.gh,gov.gh,"Could not resolve host: assembly.nadmo.gov.gh"
assessment.nita.gov.gh,gov.gh,"SSL certificate problem: certificate has expired"
assmbly.nadmo.gov.gh,gov.gh,"Could not resolve host: assmbly.nadmo.gov.gh"
autodiscover.councilofstate.gov.gh,gov.gh,"Could not resolve host: autodiscover.councilofstate.gov.gh"
autodiscover.e-agriculture.gov.gh,gov.gh,"Resolving timed out after 3002 milliseconds"
autodiscover.energycom.gov.gh,gov.gh,"Failed to connect to autodiscover.energycom.gov.gh port 443 after 1844 ms: Could not connect to server"
autodiscover.garh.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
autodiscover.gegov.gov.gh,gov.gh,"Connection timed out after 3001 milliseconds"
autodiscover.grb.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
autodiscover.mbs.gov.gh,gov.gh,"400"
autodiscover.mdf.gov.gh,gov.gh,"Failed to connect to autodiscover.mdf.gov.gh port 443 after 1964 ms: Could not connect to server"
autodiscover.mint.gov.gh,gov.gh,"Failed to connect to autodiscover.mint.gov.gh port 443 after 1992 ms: Could not connect to server"
autodiscover.mofep.gov.gh,gov.gh,"Resolving timed out after 3002 milliseconds"
autodiscover.mpsr.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
autodiscover.nanumbasouthdistrict.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
autodiscover.nscs.gov.gh,gov.gh,"Resolving timed out after 3001 milliseconds"
