hostname,score,sources,label,level
ubids.edu.gh,7,wikidata;wikidata,Simon Diedong Dombo University of Business and Integrated Development Studies | University of Business and Integrated Development Studies,university
ug.edu.gh,7,wikidata;wikidata,University of Ghana | University of Ghana Medical School,university
atu.edu.gh,4,wikidata,Accra Technical University,university
cctu.edu.gh,4,wikidata,Cape Coast Technical University,university
gij.edu.gh,4,wikidata,"University of Media, Arts and Communication",university
gimpa.edu.gh,4,wikidata,"Ghana Institute of Management and Public Administration, Achimota",university
htu.edu.gh,4,wikidata,Ho Technical University,university
knust.edu.gh,4,wikidata,Kwame Nkrumah University of Science and Technology,university
ktu.edu.gh,4,wikidata,Koforidua Technical University,university
ucc.edu.gh,4,wikidata,University of Cape Coast,university
uds.edu.gh,4,wikidata,University for Development Studies,university
uenr.edu.gh,4,wikidata,University of Energy and Natural Resources,university
uesd.edu.gh,4,wikidata,University of Environment and Sustainable Development,university
uew.edu.gh,4,wikidata,"University of Education, Winneba",university
uhas.edu.gh,4,wikidata,University of Health and Allied Sciences,university
umat.edu.gh,4,wikidata,University of Mines and Technology,university
unimac.edu.gh,4,wikidata,"University of Media, Arts and Communication",university
upsa.edu.gh,4,wikidata,"University of Professional Studies, Accra",university
